,ecologie,economie,education,immigration,sante,securite_defense,date
1376,1,0,0,0,0,0,2022-01-27 20:52:59+00:00
1375,0,1,0,0,0,0,2022-01-27 20:56:21+00:00
1374,0,0,1,0,0,0,2022-01-27 21:02:01+00:00
1373,1,0,0,0,0,0,2022-01-27 21:05:45+00:00
1372,0,0,1,0,0,0,2022-01-27 21:07:11+00:00
1371,0,0,1,0,0,0,2022-01-27 21:13:20+00:00
1370,0,1,0,0,0,0,2022-01-27 21:14:39+00:00
1369,0,1,0,0,0,0,2022-01-27 21:21:21+00:00
1368,0,0,0,0,1,0,2022-01-27 21:22:46+00:00
1367,0,1,0,0,0,0,2022-01-27 21:25:35+00:00
1366,0,0,0,0,0,1,2022-01-27 21:27:00+00:00
1365,0,1,0,0,0,0,2022-01-27 21:33:36+00:00
1364,0,1,0,0,0,0,2022-01-27 21:35:36+00:00
1363,0,1,0,0,0,0,2022-01-27 21:36:27+00:00
1362,0,0,0,0,0,1,2022-01-27 21:37:46+00:00
1361,1,0,0,0,0,0,2022-01-27 21:44:59+00:00
1360,0,0,0,0,0,1,2022-01-27 21:50:17+00:00
1359,0,0,0,0,0,1,2022-01-27 21:52:27+00:00
1358,0,0,0,0,0,1,2022-01-27 21:54:12+00:00
1357,0,0,0,0,0,1,2022-01-27 21:57:47+00:00
1356,1,0,0,0,0,0,2022-01-27 22:01:09+00:00
1355,0,0,0,0,0,1,2022-01-27 22:07:22+00:00
1354,0,0,0,0,1,0,2022-01-27 22:07:32+00:00
1353,1,0,0,0,0,0,2022-01-27 22:10:49+00:00
1352,0,0,1,0,0,0,2022-01-27 22:15:30+00:00
1351,1,0,0,0,0,0,2022-01-27 22:16:55+00:00
1350,0,0,1,0,0,0,2022-01-27 22:22:50+00:00
1349,0,0,1,0,0,0,2022-01-27 22:25:21+00:00
1348,0,1,0,0,0,0,2022-01-27 22:25:45+00:00
1347,1,0,0,0,0,0,2022-01-27 22:32:33+00:00
1346,0,1,0,0,0,0,2022-01-27 22:36:55+00:00
1345,0,1,0,0,0,0,2022-01-27 22:37:10+00:00
1344,0,0,0,1,0,0,2022-01-27 23:04:59+00:00
1343,0,1,0,0,0,0,2022-01-27 23:09:12+00:00
1342,1,0,0,0,0,0,2022-01-27 23:12:32+00:00
1341,0,0,0,1,0,0,2022-01-27 23:12:55+00:00
1340,1,0,0,0,0,0,2022-01-27 23:16:20+00:00
1339,0,1,0,0,0,0,2022-01-27 23:20:57+00:00
1338,0,0,1,0,0,0,2022-01-27 23:23:21+00:00
1337,0,0,0,0,0,1,2022-01-27 23:23:36+00:00
1336,1,0,0,0,0,0,2022-01-27 23:25:57+00:00
1335,1,0,0,0,0,0,2022-01-27 23:30:28+00:00
1334,1,0,0,0,0,0,2022-01-27 23:34:39+00:00
1333,0,0,1,0,0,0,2022-01-27 23:36:49+00:00
1332,0,0,0,0,0,1,2022-01-27 23:38:59+00:00
1331,0,0,1,0,0,0,2022-01-27 23:44:31+00:00
1330,0,1,0,0,0,0,2022-01-27 23:48:36+00:00
1329,0,0,0,0,0,1,2022-01-27 23:49:48+00:00
1328,0,0,0,1,0,0,2022-01-27 23:59:17+00:00
1327,0,1,0,0,0,0,2022-01-28 00:05:18+00:00
1326,0,1,0,0,0,0,2022-01-28 00:14:07+00:00
1325,0,0,0,0,0,1,2022-01-28 00:16:19+00:00
1324,0,0,0,0,0,1,2022-01-28 12:03:41+00:00
1323,0,0,0,1,0,0,2022-01-28 16:45:12+00:00
1322,0,0,0,0,0,1,2022-01-29 12:23:05+00:00
1321,1,0,0,0,0,0,2022-01-30 12:55:29+00:00
1320,1,0,0,0,0,0,2022-01-30 20:00:17+00:00
1319,0,0,1,0,0,0,2022-01-30 20:01:56+00:00
1318,0,0,1,0,0,0,2022-01-30 20:02:47+00:00
1317,0,0,1,0,0,0,2022-01-30 20:06:22+00:00
1316,0,1,0,0,0,0,2022-01-30 20:06:40+00:00
1315,0,0,0,1,0,0,2022-01-30 20:07:58+00:00
1314,0,1,0,0,0,0,2022-01-30 20:10:25+00:00
1313,1,0,0,0,0,0,2022-01-30 20:10:28+00:00
1312,0,1,0,0,0,0,2022-01-30 20:12:27+00:00
1311,0,0,1,0,0,0,2022-01-30 20:15:47+00:00
1310,0,0,1,0,0,0,2022-01-30 20:18:51+00:00
1309,0,1,0,0,0,0,2022-01-30 20:22:05+00:00
1308,0,0,1,0,0,0,2022-01-30 20:22:31+00:00
1307,0,0,1,0,0,0,2022-01-30 20:26:07+00:00
1306,0,0,0,0,0,1,2022-01-30 20:27:22+00:00
1305,0,0,0,0,0,1,2022-01-30 20:28:48+00:00
1304,0,0,0,0,0,1,2022-01-30 20:33:30+00:00
1303,1,0,0,0,0,0,2022-01-30 20:33:59+00:00
1302,0,0,0,0,1,0,2022-01-30 20:36:54+00:00
1301,0,0,1,0,0,0,2022-01-30 20:37:47+00:00
1300,0,0,0,0,0,1,2022-01-30 20:41:08+00:00
1299,0,1,0,0,0,0,2022-01-30 20:43:19+00:00
1298,0,1,0,0,0,0,2022-01-30 20:44:04+00:00
1297,0,1,0,0,0,0,2022-01-30 20:44:20+00:00
1296,0,0,0,1,0,0,2022-01-30 20:46:06+00:00
1295,0,1,0,0,0,0,2022-01-30 20:49:24+00:00
1294,0,0,0,0,0,1,2022-01-30 20:51:31+00:00
1293,0,1,0,0,0,0,2022-01-30 20:52:42+00:00
1292,1,0,0,0,0,0,2022-01-30 20:54:45+00:00
1291,0,0,0,0,0,1,2022-01-30 20:55:11+00:00
1290,0,0,1,0,0,0,2022-01-30 20:57:11+00:00
1289,0,0,0,0,0,1,2022-01-30 21:02:57+00:00
1288,0,1,0,0,0,0,2022-01-30 21:03:38+00:00
1287,0,0,0,0,0,1,2022-01-30 21:08:16+00:00
1286,0,1,0,0,0,0,2022-01-31 17:28:22+00:00
1285,0,1,0,0,0,0,2022-01-31 20:03:33+00:00
1284,0,0,0,0,0,1,2022-02-01 09:56:14+00:00
1283,0,1,0,0,0,0,2022-02-01 14:04:47+00:00
1282,0,0,0,0,0,1,2022-02-01 16:40:07+00:00
1281,0,1,0,0,0,0,2022-02-01 17:59:32+00:00
1280,0,1,0,0,0,0,2022-02-01 18:03:37+00:00
1279,0,1,0,0,0,0,2022-02-01 18:13:33+00:00
1278,0,0,1,0,0,0,2022-02-01 18:13:45+00:00
1277,0,0,1,0,0,0,2022-02-01 18:13:46+00:00
1276,0,0,0,0,0,1,2022-02-01 18:22:10+00:00
1275,0,0,0,0,0,1,2022-02-01 18:30:06+00:00
1274,0,0,1,0,0,0,2022-02-01 18:32:15+00:00
1273,0,0,0,0,0,1,2022-02-01 18:41:27+00:00
1272,0,1,0,0,0,0,2022-02-01 18:43:40+00:00
1271,1,0,0,0,0,0,2022-02-01 18:50:49+00:00
1270,0,0,0,0,1,0,2022-02-01 18:52:25+00:00
1269,0,0,0,0,0,1,2022-02-01 18:58:48+00:00
1268,0,1,0,0,0,0,2022-02-01 19:08:01+00:00
1267,1,0,0,0,0,0,2022-02-01 19:10:36+00:00
1266,1,0,0,0,0,0,2022-02-01 19:14:26+00:00
1265,1,0,0,0,0,0,2022-02-01 19:18:14+00:00
1264,1,0,0,0,0,0,2022-02-01 19:24:48+00:00
1263,0,1,0,0,0,0,2022-02-02 08:20:15+00:00
1262,0,1,0,0,0,0,2022-02-02 08:39:11+00:00
1261,1,0,0,0,0,0,2022-02-02 09:26:56+00:00
1260,1,0,0,0,0,0,2022-02-02 09:50:27+00:00
1259,0,1,0,0,0,0,2022-02-02 10:22:41+00:00
1258,1,0,0,0,0,0,2022-02-02 11:50:36+00:00
1257,1,0,0,0,0,0,2022-02-02 12:10:33+00:00
1256,1,0,0,0,0,0,2022-02-02 13:12:58+00:00
1255,1,0,0,0,0,0,2022-02-02 14:39:16+00:00
1254,1,0,0,0,0,0,2022-02-02 14:45:39+00:00
1253,0,1,0,0,0,0,2022-02-02 14:50:50+00:00
1252,1,0,0,0,0,0,2022-02-02 14:56:32+00:00
1251,1,0,0,0,0,0,2022-02-02 14:58:47+00:00
1250,1,0,0,0,0,0,2022-02-02 15:01:31+00:00
1249,1,0,0,0,0,0,2022-02-02 15:11:54+00:00
1248,1,0,0,0,0,0,2022-02-02 16:04:56+00:00
1247,1,0,0,0,0,0,2022-02-02 17:41:10+00:00
1246,1,0,0,0,0,0,2022-02-02 18:31:02+00:00
1245,1,0,0,0,0,0,2022-02-02 20:21:03+00:00
1244,0,0,0,0,1,0,2022-02-03 08:25:55+00:00
1243,0,0,0,0,0,1,2022-02-03 08:54:45+00:00
1242,0,0,1,0,0,0,2022-02-03 14:01:01+00:00
1241,0,0,0,0,1,0,2022-02-03 18:48:58+00:00
1240,0,0,0,0,1,0,2022-02-03 18:51:51+00:00
1239,0,0,0,0,1,0,2022-02-03 18:51:56+00:00
1238,1,0,0,0,0,0,2022-02-03 18:53:50+00:00
1237,0,0,0,1,0,0,2022-02-03 18:56:00+00:00
1236,0,0,0,1,0,0,2022-02-03 18:57:12+00:00
1235,0,0,1,0,0,0,2022-02-03 19:01:54+00:00
1234,0,0,1,0,0,0,2022-02-03 19:03:52+00:00
1233,0,1,0,0,0,0,2022-02-03 19:06:21+00:00
1232,0,0,1,0,0,0,2022-02-03 19:11:01+00:00
1231,1,0,0,0,0,0,2022-02-03 19:12:16+00:00
1230,0,0,1,0,0,0,2022-02-03 19:13:21+00:00
1229,1,0,0,0,0,0,2022-02-03 19:15:25+00:00
1228,1,0,0,0,0,0,2022-02-03 19:17:03+00:00
1227,1,0,0,0,0,0,2022-02-03 19:20:49+00:00
1226,0,1,0,0,0,0,2022-02-03 19:21:18+00:00
1225,0,1,0,0,0,0,2022-02-03 19:24:46+00:00
1224,0,1,0,0,0,0,2022-02-03 19:26:47+00:00
1223,1,0,0,0,0,0,2022-02-03 19:27:26+00:00
1222,0,0,0,0,0,1,2022-02-03 19:30:40+00:00
1221,0,1,0,0,0,0,2022-02-03 19:34:29+00:00
1220,0,0,0,0,0,1,2022-02-03 19:36:20+00:00
1219,1,0,0,0,0,0,2022-02-03 19:37:43+00:00
1218,0,0,0,0,0,1,2022-02-03 19:41:01+00:00
1217,0,0,0,0,0,1,2022-02-03 19:43:22+00:00
1216,0,0,0,1,0,0,2022-02-03 19:45:21+00:00
1215,0,1,0,0,0,0,2022-02-03 19:45:23+00:00
1214,0,0,0,0,0,1,2022-02-03 19:48:24+00:00
1213,0,0,1,0,0,0,2022-02-03 19:52:08+00:00
1212,0,0,1,0,0,0,2022-02-03 19:53:01+00:00
1211,0,1,0,0,0,0,2022-02-03 20:03:26+00:00
1210,1,0,0,0,0,0,2022-02-03 20:07:04+00:00
1209,0,0,0,0,0,1,2022-02-03 20:09:35+00:00
1208,1,0,0,0,0,0,2022-02-03 20:11:34+00:00
1207,0,1,0,0,0,0,2022-02-03 20:13:04+00:00
1206,1,0,0,0,0,0,2022-02-03 20:16:38+00:00
1205,1,0,0,0,0,0,2022-02-03 20:19:39+00:00
1204,0,0,0,0,0,1,2022-02-03 20:20:04+00:00
1203,1,0,0,0,0,0,2022-02-03 20:22:58+00:00
1202,0,1,0,0,0,0,2022-02-03 20:26:44+00:00
1201,0,1,0,0,0,0,2022-02-03 20:26:50+00:00
1200,0,1,0,0,0,0,2022-02-03 20:35:44+00:00
1199,0,1,0,0,0,0,2022-02-03 20:38:05+00:00
1198,0,0,0,1,0,0,2022-02-03 20:50:21+00:00
1197,1,0,0,0,0,0,2022-02-03 20:59:34+00:00
1196,0,1,0,0,0,0,2022-02-04 11:44:56+00:00
1195,0,1,0,0,0,0,2022-02-04 11:48:31+00:00
1194,0,0,0,0,0,1,2022-02-04 11:52:45+00:00
1193,0,1,0,0,0,0,2022-02-04 11:57:18+00:00
1192,0,1,0,0,0,0,2022-02-04 11:59:34+00:00
1191,1,0,0,0,0,0,2022-02-04 12:10:24+00:00
1190,0,1,0,0,0,0,2022-02-04 12:10:57+00:00
1189,1,0,0,0,0,0,2022-02-04 12:13:30+00:00
1188,0,1,0,0,0,0,2022-02-04 12:21:27+00:00
1187,0,1,0,0,0,0,2022-02-04 12:29:19+00:00
1186,0,1,0,0,0,0,2022-02-04 15:13:40+00:00
1185,0,1,0,0,0,0,2022-02-05 13:13:04+00:00
1184,0,1,0,0,0,0,2022-02-05 15:46:28+00:00
1183,0,0,1,0,0,0,2022-02-06 08:48:56+00:00
1182,0,0,1,0,0,0,2022-02-06 16:15:38+00:00
1181,0,0,0,0,0,1,2022-02-06 17:34:12+00:00
1180,0,1,0,0,0,0,2022-02-06 19:36:12+00:00
1179,0,1,0,0,0,0,2022-02-06 19:36:49+00:00
1178,0,1,0,0,0,0,2022-02-06 19:42:50+00:00
1177,0,0,0,0,0,1,2022-02-06 19:42:51+00:00
1176,0,0,0,0,1,0,2022-02-06 19:47:47+00:00
1175,0,1,0,0,0,0,2022-02-06 20:07:01+00:00
1174,1,0,0,0,0,0,2022-02-06 20:10:15+00:00
1173,0,1,0,0,0,0,2022-02-07 10:25:28+00:00
1172,0,1,0,0,0,0,2022-02-07 11:36:11+00:00
1171,1,0,0,0,0,0,2022-02-07 16:30:55+00:00
1170,0,0,0,0,1,0,2022-02-07 17:38:38+00:00
1169,0,0,1,0,0,0,2022-02-08 13:18:36+00:00
1168,1,0,0,0,0,0,2022-02-08 14:05:21+00:00
1167,0,1,0,0,0,0,2022-02-08 15:09:01+00:00
1166,0,0,1,0,0,0,2022-02-09 18:04:26+00:00
1165,0,0,1,0,0,0,2022-02-10 13:03:48+00:00
1164,0,0,0,0,0,1,2022-02-10 16:28:55+00:00
1163,0,0,1,0,0,0,2022-02-10 19:52:09+00:00
1162,0,0,1,0,0,0,2022-02-10 19:52:46+00:00
1161,0,1,0,0,0,0,2022-02-10 19:56:23+00:00
1160,0,0,0,0,1,0,2022-02-10 19:58:53+00:00
1159,0,1,0,0,0,0,2022-02-10 19:59:09+00:00
1158,0,1,0,0,0,0,2022-02-10 20:00:14+00:00
1157,0,1,0,0,0,0,2022-02-10 20:00:23+00:00
1156,0,0,1,0,0,0,2022-02-10 20:01:38+00:00
1155,0,1,0,0,0,0,2022-02-10 20:05:34+00:00
1154,0,0,1,0,0,0,2022-02-10 20:09:56+00:00
1153,1,0,0,0,0,0,2022-02-10 20:12:05+00:00
1152,0,0,1,0,0,0,2022-02-10 20:12:16+00:00
1151,0,1,0,0,0,0,2022-02-10 20:22:26+00:00
1150,0,0,1,0,0,0,2022-02-10 20:22:41+00:00
1149,0,1,0,0,0,0,2022-02-10 20:31:56+00:00
1148,0,1,0,0,0,0,2022-02-10 20:37:56+00:00
1147,1,0,0,0,0,0,2022-02-10 20:40:46+00:00
1146,0,1,0,0,0,0,2022-02-10 20:40:48+00:00
1145,0,1,0,0,0,0,2022-02-10 20:41:16+00:00
1144,0,1,0,0,0,0,2022-02-10 20:52:42+00:00
1143,0,1,0,0,0,0,2022-02-10 20:56:44+00:00
1142,0,1,0,0,0,0,2022-02-10 20:56:48+00:00
1141,0,1,0,0,0,0,2022-02-10 20:59:59+00:00
1140,1,0,0,0,0,0,2022-02-10 21:00:11+00:00
1139,1,0,0,0,0,0,2022-02-10 21:01:11+00:00
1138,0,1,0,0,0,0,2022-02-10 21:03:16+00:00
1137,1,0,0,0,0,0,2022-02-10 21:07:19+00:00
1136,0,0,1,0,0,0,2022-02-10 21:09:28+00:00
1135,1,0,0,0,0,0,2022-02-10 21:10:36+00:00
1134,1,0,0,0,0,0,2022-02-10 21:12:43+00:00
1133,1,0,0,0,0,0,2022-02-10 21:17:43+00:00
1132,1,0,0,0,0,0,2022-02-10 21:18:18+00:00
1131,0,0,0,0,1,0,2022-02-10 21:19:26+00:00
1130,0,1,0,0,0,0,2022-02-10 21:22:59+00:00
1129,1,0,0,0,0,0,2022-02-10 21:28:58+00:00
1128,0,1,0,0,0,0,2022-02-10 21:32:47+00:00
1127,0,1,0,0,0,0,2022-02-10 21:32:47+00:00
1126,1,0,0,0,0,0,2022-02-10 21:38:52+00:00
1125,1,0,0,0,0,0,2022-02-10 21:41:03+00:00
1124,0,1,0,0,0,0,2022-02-10 21:41:37+00:00
1123,0,1,0,0,0,0,2022-02-10 21:49:00+00:00
1122,0,1,0,0,0,0,2022-02-10 21:50:01+00:00
1121,0,0,1,0,0,0,2022-02-10 21:50:31+00:00
1120,0,0,0,1,0,0,2022-02-10 21:56:31+00:00
1119,0,0,0,0,0,1,2022-02-10 21:56:46+00:00
1118,0,1,0,0,0,0,2022-02-10 22:01:00+00:00
1117,1,0,0,0,0,0,2022-02-10 22:01:03+00:00
1116,0,0,1,0,0,0,2022-02-10 22:01:14+00:00
1115,0,0,0,1,0,0,2022-02-10 22:04:39+00:00
1114,0,1,0,0,0,0,2022-02-10 22:07:21+00:00
1113,0,1,0,0,0,0,2022-02-10 22:12:17+00:00
1112,0,0,0,0,0,1,2022-02-10 22:14:27+00:00
1111,0,1,0,0,0,0,2022-02-10 22:21:59+00:00
1110,0,0,0,0,0,1,2022-02-10 22:22:04+00:00
1109,0,0,0,1,0,0,2022-02-10 22:26:14+00:00
1108,1,0,0,0,0,0,2022-02-11 11:09:22+00:00
1107,0,0,0,0,0,1,2022-02-11 12:09:30+00:00
1106,0,0,0,0,0,1,2022-02-11 14:32:56+00:00
1105,0,0,0,0,0,1,2022-02-11 16:52:54+00:00
1104,1,0,0,0,0,0,2022-02-11 17:22:13+00:00
1103,0,0,0,0,0,1,2022-02-12 11:30:34+00:00
1102,0,0,0,1,0,0,2022-02-12 14:21:50+00:00
1101,0,0,0,0,0,1,2022-02-12 18:35:31+00:00
1100,0,1,0,0,0,0,2022-02-13 13:05:14+00:00
1099,0,1,0,0,0,0,2022-02-13 13:08:49+00:00
1098,1,0,0,0,0,0,2022-02-13 13:10:00+00:00
1097,0,1,0,0,0,0,2022-02-13 13:11:55+00:00
1096,0,1,0,0,0,0,2022-02-13 13:15:21+00:00
1095,0,0,0,0,0,1,2022-02-13 13:17:06+00:00
1094,0,1,0,0,0,0,2022-02-13 13:18:21+00:00
1093,0,1,0,0,0,0,2022-02-13 13:18:40+00:00
1092,0,0,0,0,0,1,2022-02-13 13:19:21+00:00
1091,0,0,0,0,0,1,2022-02-13 13:20:00+00:00
1090,0,0,0,0,0,1,2022-02-13 13:26:45+00:00
1089,0,0,0,0,0,1,2022-02-13 13:28:46+00:00
1088,0,0,0,0,0,1,2022-02-13 13:28:51+00:00
1087,0,0,0,0,0,1,2022-02-13 13:29:22+00:00
1086,1,0,0,0,0,0,2022-02-13 13:29:43+00:00
1085,1,0,0,0,0,0,2022-02-13 13:32:09+00:00
1084,0,0,1,0,0,0,2022-02-13 13:34:04+00:00
1083,0,0,1,0,0,0,2022-02-13 13:34:21+00:00
1082,0,0,1,0,0,0,2022-02-13 13:37:30+00:00
1081,0,1,0,0,0,0,2022-02-13 13:40:33+00:00
1080,1,0,0,0,0,0,2022-02-13 13:40:59+00:00
1079,1,0,0,0,0,0,2022-02-13 13:41:28+00:00
1078,0,0,1,0,0,0,2022-02-13 13:43:25+00:00
1077,0,1,0,0,0,0,2022-02-13 13:44:48+00:00
1076,0,0,1,0,0,0,2022-02-13 13:44:59+00:00
1075,0,0,1,0,0,0,2022-02-13 13:51:24+00:00
1074,1,0,0,0,0,0,2022-02-13 13:51:39+00:00
1073,0,0,1,0,0,0,2022-02-13 13:55:04+00:00
1072,0,0,1,0,0,0,2022-02-13 13:56:53+00:00
1071,0,0,0,0,0,1,2022-02-13 13:59:45+00:00
1070,1,0,0,0,0,0,2022-02-13 14:06:15+00:00
1069,0,1,0,0,0,0,2022-02-13 14:06:24+00:00
1068,1,0,0,0,0,0,2022-02-13 14:12:17+00:00
1067,0,0,0,0,0,1,2022-02-13 14:12:32+00:00
1066,0,0,0,0,0,1,2022-02-13 14:14:58+00:00
1065,0,0,0,0,0,1,2022-02-13 14:16:15+00:00
1064,0,0,1,0,0,0,2022-02-13 14:17:32+00:00
1063,0,0,0,0,0,1,2022-02-13 14:20:29+00:00
1062,0,1,0,0,0,0,2022-02-13 14:20:56+00:00
1061,0,0,0,1,0,0,2022-02-13 14:22:26+00:00
1060,1,0,0,0,0,0,2022-02-13 14:24:32+00:00
1059,0,0,0,0,0,1,2022-02-13 14:25:15+00:00
1058,0,0,0,0,0,1,2022-02-13 14:32:13+00:00
1057,0,0,1,0,0,0,2022-02-13 14:37:19+00:00
1056,0,0,1,0,0,0,2022-02-13 14:37:39+00:00
1055,0,0,0,0,1,0,2022-02-13 14:40:08+00:00
1054,1,0,0,0,0,0,2022-02-13 14:42:11+00:00
1053,1,0,0,0,0,0,2022-02-13 14:53:08+00:00
1052,0,1,0,0,0,0,2022-02-13 15:37:26+00:00
1051,0,0,1,0,0,0,2022-02-13 17:32:55+00:00
1050,0,0,0,1,0,0,2022-02-14 10:45:28+00:00
1049,0,1,0,0,0,0,2022-02-14 16:32:30+00:00
1048,1,0,0,0,0,0,2022-02-15 14:50:34+00:00
1047,0,0,0,0,0,1,2022-02-15 15:52:39+00:00
1046,0,0,1,0,0,0,2022-02-15 15:54:48+00:00
1045,0,0,0,0,0,1,2022-02-15 18:57:53+00:00
1044,0,0,0,0,0,1,2022-02-15 19:00:33+00:00
1043,0,0,0,0,0,1,2022-02-15 19:04:09+00:00
1042,0,1,0,0,0,0,2022-02-15 19:09:19+00:00
1041,0,0,1,0,0,0,2022-02-15 19:12:24+00:00
1040,0,0,0,0,1,0,2022-02-15 19:14:32+00:00
1039,0,0,0,0,0,1,2022-02-15 19:16:37+00:00
1038,0,0,0,0,0,1,2022-02-15 19:19:13+00:00
1037,0,0,0,0,1,0,2022-02-15 19:20:46+00:00
1036,0,0,0,0,0,1,2022-02-15 19:24:52+00:00
1035,0,0,0,0,0,1,2022-02-15 19:26:52+00:00
1034,0,1,0,0,0,0,2022-02-15 19:28:18+00:00
1033,0,0,0,0,0,1,2022-02-15 19:29:16+00:00
1032,0,0,0,0,0,1,2022-02-15 19:30:44+00:00
1031,0,0,0,0,0,1,2022-02-15 19:31:35+00:00
1030,0,0,0,0,0,1,2022-02-15 19:32:18+00:00
1029,0,0,0,0,0,1,2022-02-15 19:33:45+00:00
1028,0,0,0,0,0,1,2022-02-15 19:35:55+00:00
1027,0,0,0,0,0,1,2022-02-15 19:44:16+00:00
1026,0,0,0,0,0,1,2022-02-15 19:44:58+00:00
1025,0,0,0,0,0,1,2022-02-15 19:46:34+00:00
1024,0,0,0,0,0,1,2022-02-15 19:48:17+00:00
1023,0,0,0,0,0,1,2022-02-15 19:48:52+00:00
1022,0,0,0,0,0,1,2022-02-15 19:53:36+00:00
1021,0,0,0,0,0,1,2022-02-15 19:59:19+00:00
1020,0,0,0,0,0,1,2022-02-15 20:05:46+00:00
1019,0,0,0,0,0,1,2022-02-15 20:16:20+00:00
1018,0,0,0,0,0,1,2022-02-15 20:17:51+00:00
1017,1,0,0,0,0,0,2022-02-15 20:20:59+00:00
1016,1,0,0,0,0,0,2022-02-15 20:23:38+00:00
1015,1,0,0,0,0,0,2022-02-15 20:31:30+00:00
1014,0,0,0,0,0,1,2022-02-15 20:40:30+00:00
1013,1,0,0,0,0,0,2022-02-15 20:44:23+00:00
1012,0,0,0,0,0,1,2022-02-15 20:56:10+00:00
1011,0,0,0,0,0,1,2022-02-15 20:57:48+00:00
1010,0,0,0,0,0,1,2022-02-16 09:54:01+00:00
1009,0,0,0,0,0,1,2022-02-16 14:57:31+00:00
1008,0,0,0,0,0,1,2022-02-16 15:26:47+00:00
1007,0,1,0,0,0,0,2022-02-16 17:28:20+00:00
1006,0,0,1,0,0,0,2022-02-16 20:27:44+00:00
1005,0,0,0,0,0,1,2022-02-17 09:06:44+00:00
1004,0,0,0,0,0,1,2022-02-17 12:22:50+00:00
1003,0,0,0,0,0,1,2022-02-17 20:06:01+00:00
1002,0,0,0,0,0,1,2022-02-17 20:07:37+00:00
1001,0,0,0,1,0,0,2022-02-17 20:15:01+00:00
1000,0,0,0,0,0,1,2022-02-17 20:16:02+00:00
999,0,1,0,0,0,0,2022-02-17 20:16:20+00:00
998,0,0,0,0,0,1,2022-02-17 20:18:44+00:00
997,0,1,0,0,0,0,2022-02-17 20:27:42+00:00
996,0,0,0,0,0,1,2022-02-17 20:39:38+00:00
995,0,0,0,0,0,1,2022-02-17 20:39:50+00:00
994,0,0,0,1,0,0,2022-02-17 20:40:09+00:00
993,1,0,0,0,0,0,2022-02-17 20:44:04+00:00
992,0,0,0,0,0,1,2022-02-17 20:48:18+00:00
991,0,0,0,0,0,1,2022-02-17 20:50:56+00:00
990,0,0,0,0,0,1,2022-02-17 20:54:14+00:00
989,0,0,0,0,0,1,2022-02-17 20:56:13+00:00
988,0,0,0,0,0,1,2022-02-17 20:57:16+00:00
987,0,0,0,0,0,1,2022-02-17 21:00:31+00:00
986,0,0,0,1,0,0,2022-02-17 21:01:13+00:00
985,0,0,0,0,0,1,2022-02-17 21:02:00+00:00
984,0,0,0,0,0,1,2022-02-17 21:05:05+00:00
983,0,0,0,0,0,1,2022-02-17 21:07:32+00:00
982,0,1,0,0,0,0,2022-02-17 21:10:55+00:00
981,1,0,0,0,0,0,2022-02-17 21:14:21+00:00
980,0,0,0,0,0,1,2022-02-17 21:15:04+00:00
979,0,0,0,0,0,1,2022-02-17 21:17:31+00:00
978,0,0,1,0,0,0,2022-02-17 21:19:38+00:00
977,1,0,0,0,0,0,2022-02-17 21:38:21+00:00
976,0,1,0,0,0,0,2022-02-17 21:41:23+00:00
975,0,0,1,0,0,0,2022-02-17 21:42:12+00:00
974,0,0,0,1,0,0,2022-02-17 21:50:07+00:00
973,0,1,0,0,0,0,2022-02-17 21:59:26+00:00
972,0,1,0,0,0,0,2022-02-17 21:59:45+00:00
971,0,0,0,0,0,1,2022-02-17 22:02:50+00:00
970,0,0,1,0,0,0,2022-02-17 22:04:32+00:00
969,0,1,0,0,0,0,2022-02-17 22:06:34+00:00
968,0,0,0,0,1,0,2022-02-17 22:10:17+00:00
967,0,1,0,0,0,0,2022-02-17 22:17:22+00:00
966,1,0,0,0,0,0,2022-02-17 22:18:45+00:00
965,0,0,0,0,0,1,2022-02-17 22:19:08+00:00
964,0,0,0,0,0,1,2022-02-17 22:20:07+00:00
963,0,1,0,0,0,0,2022-02-17 22:21:19+00:00
962,0,0,0,0,0,1,2022-02-17 22:26:22+00:00
961,0,0,0,0,0,1,2022-02-17 22:27:57+00:00
960,0,0,0,0,0,1,2022-02-17 22:32:18+00:00
959,0,0,0,0,0,1,2022-02-17 22:36:31+00:00
958,0,0,0,1,0,0,2022-02-17 22:36:55+00:00
957,0,0,0,0,0,1,2022-02-17 22:45:55+00:00
956,0,0,0,0,0,1,2022-02-17 22:53:43+00:00
955,0,0,1,0,0,0,2022-02-18 12:14:18+00:00
954,0,0,0,1,0,0,2022-02-18 16:30:43+00:00
953,0,1,0,0,0,0,2022-02-20 09:51:09+00:00
952,0,0,0,0,0,1,2022-02-20 11:14:42+00:00
951,0,0,1,0,0,0,2022-02-20 11:18:00+00:00
950,0,0,1,0,0,0,2022-02-20 11:18:57+00:00
949,0,0,0,0,0,1,2022-02-20 11:20:28+00:00
948,0,1,0,0,0,0,2022-02-20 11:21:23+00:00
947,0,0,0,0,0,1,2022-02-20 11:26:09+00:00
946,0,0,0,0,1,0,2022-02-20 11:30:05+00:00
945,0,0,0,0,0,1,2022-02-20 11:31:41+00:00
944,0,0,1,0,0,0,2022-02-20 11:32:34+00:00
943,0,0,1,0,0,0,2022-02-20 11:39:16+00:00
942,0,0,1,0,0,0,2022-02-20 11:39:25+00:00
941,0,0,0,0,0,1,2022-02-20 11:41:06+00:00
940,0,0,0,1,0,0,2022-02-20 11:44:24+00:00
939,0,0,0,0,0,1,2022-02-20 11:45:02+00:00
