,ecologie,economie,education,immigration,sante,securite_defense,date
3434,0,0,1,0,0,0,2022-02-11 17:25:47+00:00
3433,0,0,0,0,0,1,2022-02-11 18:18:30+00:00
3432,0,0,0,0,0,1,2022-02-11 18:36:22+00:00
3431,1,0,0,0,0,0,2022-02-11 20:05:07+00:00
3430,0,1,0,0,0,0,2022-02-11 20:17:07+00:00
3429,0,0,0,0,0,1,2022-02-11 20:38:32+00:00
3428,0,0,0,0,0,1,2022-02-11 20:42:41+00:00
3427,0,0,1,0,0,0,2022-02-11 20:46:19+00:00
3426,0,0,1,0,0,0,2022-02-11 20:46:28+00:00
3425,1,0,0,0,0,0,2022-02-11 20:48:56+00:00
3424,0,0,1,0,0,0,2022-02-11 21:03:58+00:00
3423,1,0,0,0,0,0,2022-02-11 21:04:16+00:00
3422,0,0,0,0,0,1,2022-02-11 21:32:04+00:00
3421,0,0,1,0,0,0,2022-02-11 21:34:33+00:00
3420,0,0,1,0,0,0,2022-02-11 21:42:08+00:00
3419,0,0,0,0,0,1,2022-02-11 23:02:43+00:00
3418,0,1,0,0,0,0,2022-02-11 23:25:52+00:00
3417,0,0,0,0,0,1,2022-02-11 23:43:31+00:00
3416,0,0,1,0,0,0,2022-02-12 00:20:40+00:00
3415,0,1,0,0,0,0,2022-02-12 06:08:10+00:00
3414,0,0,1,0,0,0,2022-02-12 06:36:11+00:00
3413,0,0,0,1,0,0,2022-02-12 07:30:47+00:00
3412,0,0,0,1,0,0,2022-02-12 07:35:02+00:00
3411,0,0,0,0,0,1,2022-02-12 08:11:49+00:00
3410,0,0,0,0,0,1,2022-02-12 08:24:54+00:00
3409,0,0,0,0,0,1,2022-02-12 08:25:03+00:00
3408,0,0,0,1,0,0,2022-02-12 08:31:54+00:00
3407,0,0,1,0,0,0,2022-02-12 09:07:29+00:00
3406,0,1,0,0,0,0,2022-02-12 09:47:46+00:00
3405,0,0,0,0,0,1,2022-02-12 10:26:52+00:00
3404,0,0,0,0,0,1,2022-02-12 10:29:51+00:00
3403,0,1,0,0,0,0,2022-02-12 10:40:37+00:00
3402,0,0,1,0,0,0,2022-02-12 10:52:14+00:00
3401,0,1,0,0,0,0,2022-02-12 10:53:51+00:00
3400,0,0,1,0,0,0,2022-02-12 10:53:53+00:00
3399,0,1,0,0,0,0,2022-02-12 11:00:33+00:00
3398,0,0,0,0,1,0,2022-02-12 11:02:40+00:00
3397,0,0,0,0,0,1,2022-02-12 11:07:25+00:00
3396,0,1,0,0,0,0,2022-02-12 11:13:25+00:00
3395,0,0,1,0,0,0,2022-02-12 11:34:21+00:00
3394,0,0,0,0,0,1,2022-02-12 11:52:06+00:00
3393,0,0,0,0,1,0,2022-02-12 11:55:01+00:00
3392,0,0,0,1,0,0,2022-02-12 11:57:04+00:00
3391,1,0,0,0,0,0,2022-02-12 12:01:10+00:00
3390,0,0,1,0,0,0,2022-02-12 12:04:53+00:00
3389,0,1,0,0,0,0,2022-02-12 12:06:43+00:00
3388,1,0,0,0,0,0,2022-02-12 12:10:39+00:00
3387,0,0,0,0,0,1,2022-02-12 12:13:26+00:00
3386,0,0,0,0,0,1,2022-02-12 12:30:55+00:00
3385,0,0,1,0,0,0,2022-02-12 12:33:27+00:00
3384,1,0,0,0,0,0,2022-02-12 12:47:32+00:00
3383,0,1,0,0,0,0,2022-02-12 12:48:41+00:00
3382,0,1,0,0,0,0,2022-02-12 13:46:17+00:00
3381,0,0,0,0,0,1,2022-02-12 13:57:41+00:00
3380,0,0,0,0,0,1,2022-02-12 15:05:40+00:00
3379,0,0,0,0,0,1,2022-02-12 15:05:49+00:00
3378,0,0,1,0,0,0,2022-02-12 15:28:09+00:00
3377,0,0,0,1,0,0,2022-02-12 16:00:04+00:00
3376,0,0,0,0,0,1,2022-02-12 16:10:17+00:00
3375,0,0,1,0,0,0,2022-02-12 16:13:49+00:00
3374,0,1,0,0,0,0,2022-02-12 16:19:44+00:00
3373,0,0,1,0,0,0,2022-02-12 16:56:10+00:00
3372,0,0,0,0,0,1,2022-02-12 17:06:48+00:00
3371,1,0,0,0,0,0,2022-02-12 17:53:59+00:00
3370,0,0,0,0,0,1,2022-02-12 18:29:23+00:00
3369,0,1,0,0,0,0,2022-02-12 18:57:44+00:00
3368,1,0,0,0,0,0,2022-02-12 19:04:38+00:00
3367,1,0,0,0,0,0,2022-02-12 19:15:24+00:00
3366,0,1,0,0,0,0,2022-02-12 20:44:10+00:00
3365,0,1,0,0,0,0,2022-02-12 20:50:03+00:00
3364,0,0,0,0,0,1,2022-02-12 23:42:38+00:00
3363,0,0,0,0,0,1,2022-02-13 07:29:58+00:00
3362,0,0,1,0,0,0,2022-02-13 08:32:08+00:00
3361,0,0,1,0,0,0,2022-02-13 08:35:23+00:00
3360,0,1,0,0,0,0,2022-02-13 08:41:29+00:00
3359,0,1,0,0,0,0,2022-02-13 08:44:02+00:00
3358,0,0,1,0,0,0,2022-02-13 08:48:17+00:00
3357,0,0,1,0,0,0,2022-02-13 08:55:39+00:00
3356,0,0,1,0,0,0,2022-02-13 09:10:09+00:00
3355,0,0,0,0,0,1,2022-02-13 09:45:37+00:00
3354,0,1,0,0,0,0,2022-02-13 09:46:19+00:00
3353,0,0,0,1,0,0,2022-02-13 09:49:34+00:00
3352,0,0,1,0,0,0,2022-02-13 09:50:25+00:00
3351,0,0,1,0,0,0,2022-02-13 10:26:38+00:00
3350,0,1,0,0,0,0,2022-02-13 10:48:20+00:00
3349,0,0,1,0,0,0,2022-02-13 11:30:13+00:00
3348,0,1,0,0,0,0,2022-02-13 11:45:12+00:00
3347,0,0,1,0,0,0,2022-02-13 11:52:30+00:00
3346,1,0,0,0,0,0,2022-02-13 12:47:43+00:00
3345,1,0,0,0,0,0,2022-02-13 15:02:58+00:00
3344,1,0,0,0,0,0,2022-02-13 15:04:50+00:00
3343,1,0,0,0,0,0,2022-02-13 15:41:14+00:00
3342,0,1,0,0,0,0,2022-02-13 15:54:17+00:00
3341,0,0,0,0,0,1,2022-02-13 15:58:13+00:00
3340,0,0,1,0,0,0,2022-02-13 15:59:46+00:00
3339,0,0,0,0,1,0,2022-02-13 16:07:22+00:00
3338,1,0,0,0,0,0,2022-02-13 16:10:17+00:00
3337,0,0,1,0,0,0,2022-02-13 16:23:47+00:00
3336,0,0,0,1,0,0,2022-02-13 16:50:41+00:00
3335,0,0,0,0,0,1,2022-02-13 17:31:09+00:00
3334,0,0,1,0,0,0,2022-02-13 17:32:17+00:00
3333,0,0,1,0,0,0,2022-02-13 17:35:02+00:00
3332,0,0,0,0,0,1,2022-02-13 17:42:23+00:00
3331,1,0,0,0,0,0,2022-02-13 18:02:39+00:00
3330,0,0,1,0,0,0,2022-02-13 18:35:11+00:00
3329,0,1,0,0,0,0,2022-02-13 18:44:05+00:00
3328,0,1,0,0,0,0,2022-02-13 18:48:39+00:00
3327,0,0,0,0,0,1,2022-02-13 18:52:10+00:00
3326,0,0,0,0,0,1,2022-02-13 18:56:33+00:00
3325,0,0,0,0,0,1,2022-02-13 18:57:45+00:00
3324,0,0,1,0,0,0,2022-02-13 19:00:50+00:00
3323,0,0,1,0,0,0,2022-02-13 19:09:39+00:00
3322,0,0,1,0,0,0,2022-02-13 19:46:51+00:00
3321,0,0,1,0,0,0,2022-02-13 20:51:33+00:00
3320,0,1,0,0,0,0,2022-02-13 20:52:37+00:00
3319,0,0,1,0,0,0,2022-02-13 20:57:14+00:00
3318,0,1,0,0,0,0,2022-02-13 21:04:21+00:00
3317,0,0,0,0,0,1,2022-02-13 21:12:12+00:00
3316,0,1,0,0,0,0,2022-02-13 21:15:16+00:00
3315,0,0,1,0,0,0,2022-02-13 21:33:23+00:00
3314,0,0,1,0,0,0,2022-02-13 21:44:01+00:00
3313,0,0,1,0,0,0,2022-02-13 21:48:04+00:00
3312,0,1,0,0,0,0,2022-02-13 21:52:48+00:00
3311,0,0,1,0,0,0,2022-02-13 21:54:51+00:00
3310,0,1,0,0,0,0,2022-02-13 22:36:44+00:00
3309,0,0,0,1,0,0,2022-02-13 22:55:51+00:00
3308,0,0,0,1,0,0,2022-02-13 23:28:07+00:00
3307,0,0,1,0,0,0,2022-02-14 02:23:36+00:00
3306,1,0,0,0,0,0,2022-02-14 03:20:47+00:00
3305,0,0,1,0,0,0,2022-02-14 06:34:59+00:00
3304,1,0,0,0,0,0,2022-02-14 06:51:38+00:00
3303,0,0,1,0,0,0,2022-02-14 06:59:17+00:00
3302,0,0,1,0,0,0,2022-02-14 07:27:17+00:00
3301,0,0,1,0,0,0,2022-02-14 07:40:11+00:00
3300,0,1,0,0,0,0,2022-02-14 07:40:22+00:00
3299,0,1,0,0,0,0,2022-02-14 07:44:28+00:00
3298,0,0,0,0,0,1,2022-02-14 07:56:22+00:00
3297,1,0,0,0,0,0,2022-02-14 08:43:49+00:00
3296,1,0,0,0,0,0,2022-02-14 08:57:30+00:00
3295,1,0,0,0,0,0,2022-02-14 09:28:07+00:00
3294,0,0,1,0,0,0,2022-02-14 09:36:38+00:00
3293,0,0,1,0,0,0,2022-02-14 09:44:50+00:00
3292,1,0,0,0,0,0,2022-02-14 10:42:12+00:00
3291,0,1,0,0,0,0,2022-02-14 10:48:26+00:00
3290,1,0,0,0,0,0,2022-02-14 11:06:24+00:00
3289,0,0,1,0,0,0,2022-02-14 12:29:17+00:00
3288,1,0,0,0,0,0,2022-02-14 12:34:53+00:00
3287,0,0,0,0,1,0,2022-02-14 12:54:46+00:00
3286,0,0,0,1,0,0,2022-02-14 12:55:18+00:00
3285,1,0,0,0,0,0,2022-02-14 13:22:49+00:00
3284,0,1,0,0,0,0,2022-02-14 13:29:38+00:00
3283,1,0,0,0,0,0,2022-02-14 13:45:31+00:00
3282,0,0,0,0,0,1,2022-02-14 13:57:54+00:00
3281,0,0,0,0,0,1,2022-02-14 14:08:21+00:00
3280,1,0,0,0,0,0,2022-02-14 14:30:57+00:00
3279,0,1,0,0,0,0,2022-02-14 14:46:06+00:00
3278,1,0,0,0,0,0,2022-02-14 15:14:46+00:00
3277,0,1,0,0,0,0,2022-02-14 15:46:43+00:00
3276,1,0,0,0,0,0,2022-02-14 16:01:38+00:00
3275,0,0,1,0,0,0,2022-02-14 16:18:34+00:00
3274,0,1,0,0,0,0,2022-02-14 16:23:09+00:00
3273,0,1,0,0,0,0,2022-02-14 16:33:22+00:00
3272,0,0,0,0,0,1,2022-02-14 16:37:23+00:00
3271,0,0,0,0,1,0,2022-02-14 16:59:17+00:00
3270,0,1,0,0,0,0,2022-02-14 17:18:36+00:00
3269,1,0,0,0,0,0,2022-02-14 17:30:17+00:00
3268,0,1,0,0,0,0,2022-02-14 17:55:47+00:00
3267,0,0,0,1,0,0,2022-02-14 17:59:44+00:00
3266,0,0,0,0,0,1,2022-02-14 18:05:41+00:00
3265,0,0,0,0,0,1,2022-02-14 18:08:10+00:00
3264,0,0,1,0,0,0,2022-02-14 18:13:19+00:00
3263,0,0,0,0,0,1,2022-02-14 18:15:56+00:00
3262,0,0,0,0,1,0,2022-02-14 18:36:53+00:00
3261,0,0,1,0,0,0,2022-02-14 18:52:52+00:00
3260,0,0,0,0,0,1,2022-02-14 19:01:57+00:00
3259,1,0,0,0,0,0,2022-02-14 19:26:19+00:00
3258,0,0,0,1,0,0,2022-02-14 19:30:22+00:00
3257,0,0,0,0,0,1,2022-02-14 19:34:22+00:00
3256,0,0,0,0,0,1,2022-02-14 19:51:35+00:00
3255,0,0,0,0,1,0,2022-02-14 19:57:07+00:00
3254,0,0,1,0,0,0,2022-02-14 20:10:31+00:00
3253,1,0,0,0,0,0,2022-02-14 20:14:44+00:00
3252,0,0,0,0,0,1,2022-02-14 20:24:08+00:00
3251,0,1,0,0,0,0,2022-02-14 20:33:30+00:00
3250,0,1,0,0,0,0,2022-02-14 21:07:53+00:00
3249,0,0,0,0,0,1,2022-02-14 22:17:15+00:00
3248,0,0,0,0,1,0,2022-02-15 00:00:37+00:00
3247,1,0,0,0,0,0,2022-02-15 00:44:29+00:00
3246,0,1,0,0,0,0,2022-02-15 01:08:03+00:00
3245,0,1,0,0,0,0,2022-02-15 05:55:17+00:00
3244,0,0,0,0,0,1,2022-02-15 06:25:00+00:00
3243,0,1,0,0,0,0,2022-02-15 06:35:49+00:00
3242,0,1,0,0,0,0,2022-02-15 07:42:14+00:00
3241,1,0,0,0,0,0,2022-02-15 07:43:43+00:00
3240,0,0,1,0,0,0,2022-02-15 07:46:16+00:00
3239,0,0,1,0,0,0,2022-02-15 07:51:30+00:00
3238,0,1,0,0,0,0,2022-02-15 08:05:31+00:00
3237,0,1,0,0,0,0,2022-02-15 08:09:36+00:00
3236,1,0,0,0,0,0,2022-02-15 08:16:34+00:00
3235,0,1,0,0,0,0,2022-02-15 08:19:22+00:00
3234,0,0,0,1,0,0,2022-02-15 08:21:59+00:00
3233,1,0,0,0,0,0,2022-02-15 08:26:22+00:00
3232,0,0,0,0,0,1,2022-02-15 08:28:55+00:00
3231,1,0,0,0,0,0,2022-02-15 08:30:30+00:00
3230,0,0,0,0,0,1,2022-02-15 08:30:42+00:00
3229,1,0,0,0,0,0,2022-02-15 08:46:17+00:00
3228,0,1,0,0,0,0,2022-02-15 08:51:26+00:00
3227,0,1,0,0,0,0,2022-02-15 08:51:49+00:00
3226,1,0,0,0,0,0,2022-02-15 08:57:56+00:00
3225,1,0,0,0,0,0,2022-02-15 09:10:00+00:00
3224,0,1,0,0,0,0,2022-02-15 09:20:23+00:00
3223,0,0,0,0,0,1,2022-02-15 09:23:57+00:00
3222,0,1,0,0,0,0,2022-02-15 09:25:28+00:00
3221,0,1,0,0,0,0,2022-02-15 09:29:17+00:00
3220,0,0,0,0,0,1,2022-02-15 09:42:37+00:00
3219,1,0,0,0,0,0,2022-02-15 09:50:23+00:00
3218,0,0,0,0,0,1,2022-02-15 09:58:33+00:00
3217,1,0,0,0,0,0,2022-02-15 10:05:45+00:00
3216,0,0,0,0,1,0,2022-02-15 10:06:05+00:00
3215,1,0,0,0,0,0,2022-02-15 10:06:48+00:00
3214,0,1,0,0,0,0,2022-02-15 10:13:09+00:00
3213,1,0,0,0,0,0,2022-02-15 10:15:17+00:00
3212,0,0,0,1,0,0,2022-02-15 10:32:50+00:00
3211,1,0,0,0,0,0,2022-02-15 10:34:43+00:00
3210,0,1,0,0,0,0,2022-02-15 10:40:14+00:00
3209,0,1,0,0,0,0,2022-02-15 10:41:17+00:00
3208,0,0,1,0,0,0,2022-02-15 10:41:45+00:00
3207,1,0,0,0,0,0,2022-02-15 11:02:31+00:00
3206,0,0,1,0,0,0,2022-02-15 11:03:40+00:00
3205,0,1,0,0,0,0,2022-02-15 11:17:05+00:00
3204,0,0,0,1,0,0,2022-02-15 11:44:42+00:00
3203,0,1,0,0,0,0,2022-02-15 11:49:20+00:00
3202,0,1,0,0,0,0,2022-02-15 11:59:21+00:00
3201,1,0,0,0,0,0,2022-02-15 12:07:28+00:00
3200,0,0,0,0,1,0,2022-02-15 12:07:51+00:00
3199,1,0,0,0,0,0,2022-02-15 12:10:15+00:00
3198,0,0,0,0,1,0,2022-02-15 12:15:44+00:00
3197,1,0,0,0,0,0,2022-02-15 12:30:43+00:00
3196,0,0,0,1,0,0,2022-02-15 12:37:15+00:00
3195,0,0,0,0,1,0,2022-02-15 12:38:57+00:00
3194,0,0,0,0,0,1,2022-02-15 12:50:54+00:00
3193,0,1,0,0,0,0,2022-02-15 13:07:33+00:00
3192,0,1,0,0,0,0,2022-02-15 13:09:00+00:00
3191,0,0,0,0,0,1,2022-02-15 13:13:01+00:00
3190,0,0,1,0,0,0,2022-02-15 13:38:40+00:00
3189,0,1,0,0,0,0,2022-02-15 13:49:51+00:00
3188,0,1,0,0,0,0,2022-02-15 13:53:40+00:00
3187,1,0,0,0,0,0,2022-02-15 13:56:25+00:00
3186,1,0,0,0,0,0,2022-02-15 14:00:01+00:00
3185,1,0,0,0,0,0,2022-02-15 14:07:36+00:00
3184,1,0,0,0,0,0,2022-02-15 14:08:40+00:00
3183,1,0,0,0,0,0,2022-02-15 14:09:40+00:00
3182,0,0,0,0,0,1,2022-02-15 14:10:14+00:00
3181,1,0,0,0,0,0,2022-02-15 14:15:48+00:00
3180,0,1,0,0,0,0,2022-02-15 14:26:45+00:00
3179,0,0,0,0,0,1,2022-02-15 14:58:27+00:00
3178,0,0,0,0,0,1,2022-02-15 15:01:21+00:00
3177,0,0,0,0,0,1,2022-02-15 15:18:02+00:00
3176,0,0,0,0,0,1,2022-02-15 15:19:37+00:00
3175,1,0,0,0,0,0,2022-02-15 15:25:19+00:00
3174,0,0,0,0,1,0,2022-02-15 15:44:35+00:00
3173,0,1,0,0,0,0,2022-02-15 16:01:33+00:00
3172,0,1,0,0,0,0,2022-02-15 16:02:45+00:00
3171,1,0,0,0,0,0,2022-02-15 16:06:59+00:00
3170,0,1,0,0,0,0,2022-02-15 16:43:35+00:00
3169,0,1,0,0,0,0,2022-02-15 16:45:40+00:00
3168,0,1,0,0,0,0,2022-02-15 16:51:08+00:00
3167,0,1,0,0,0,0,2022-02-15 17:09:27+00:00
3166,0,0,0,0,1,0,2022-02-15 17:24:00+00:00
3165,0,0,1,0,0,0,2022-02-15 17:30:13+00:00
3164,0,0,0,0,1,0,2022-02-15 17:38:25+00:00
3163,0,0,0,0,0,1,2022-02-15 18:14:53+00:00
3162,0,1,0,0,0,0,2022-02-15 18:14:56+00:00
3161,0,1,0,0,0,0,2022-02-15 18:16:35+00:00
3160,0,0,1,0,0,0,2022-02-15 18:20:58+00:00
3159,1,0,0,0,0,0,2022-02-15 18:22:44+00:00
3158,0,1,0,0,0,0,2022-02-15 18:27:15+00:00
3157,0,0,0,0,0,1,2022-02-15 18:40:18+00:00
3156,0,0,0,0,0,1,2022-02-15 18:54:54+00:00
3155,1,0,0,0,0,0,2022-02-15 18:59:16+00:00
3154,0,0,0,0,0,1,2022-02-15 19:03:29+00:00
3153,0,1,0,0,0,0,2022-02-15 19:35:29+00:00
3152,0,1,0,0,0,0,2022-02-15 19:49:30+00:00
3151,0,0,0,0,1,0,2022-02-15 19:50:55+00:00
3150,0,0,1,0,0,0,2022-02-15 20:09:03+00:00
3149,0,0,1,0,0,0,2022-02-15 20:10:55+00:00
3148,1,0,0,0,0,0,2022-02-15 20:17:27+00:00
3147,0,0,0,0,1,0,2022-02-15 20:39:12+00:00
3146,0,1,0,0,0,0,2022-02-15 20:40:53+00:00
3145,0,0,0,0,0,1,2022-02-15 20:48:04+00:00
3144,0,0,0,0,0,1,2022-02-15 20:57:09+00:00
3143,0,0,1,0,0,0,2022-02-15 21:30:11+00:00
3142,0,1,0,0,0,0,2022-02-15 21:51:56+00:00
3141,1,0,0,0,0,0,2022-02-15 21:59:42+00:00
3140,1,0,0,0,0,0,2022-02-15 22:22:44+00:00
3139,0,0,1,0,0,0,2022-02-15 22:58:23+00:00
3138,0,1,0,0,0,0,2022-02-15 23:20:07+00:00
3137,0,1,0,0,0,0,2022-02-15 23:23:45+00:00
3136,0,0,1,0,0,0,2022-02-16 02:03:28+00:00
3135,0,1,0,0,0,0,2022-02-16 03:19:13+00:00
3134,0,0,1,0,0,0,2022-02-16 03:52:06+00:00
3133,0,0,1,0,0,0,2022-02-16 04:47:31+00:00
3132,1,0,0,0,0,0,2022-02-16 05:55:57+00:00
3131,0,0,1,0,0,0,2022-02-16 05:59:15+00:00
3130,0,1,0,0,0,0,2022-02-16 06:12:10+00:00
3129,1,0,0,0,0,0,2022-02-16 06:13:37+00:00
3128,0,0,1,0,0,0,2022-02-16 06:43:52+00:00
3127,0,1,0,0,0,0,2022-02-16 06:54:50+00:00
3126,0,1,0,0,0,0,2022-02-16 07:15:48+00:00
3125,0,1,0,0,0,0,2022-02-16 07:20:53+00:00
3124,0,0,1,0,0,0,2022-02-16 07:23:28+00:00
3123,0,0,0,1,0,0,2022-02-16 07:33:49+00:00
3122,1,0,0,0,0,0,2022-02-16 07:50:31+00:00
3121,0,0,1,0,0,0,2022-02-16 07:52:10+00:00
3120,0,0,1,0,0,0,2022-02-16 08:19:48+00:00
3119,0,0,1,0,0,0,2022-02-16 08:27:04+00:00
3118,0,1,0,0,0,0,2022-02-16 08:41:31+00:00
3117,0,1,0,0,0,0,2022-02-16 09:02:13+00:00
3116,0,0,0,0,0,1,2022-02-16 09:06:54+00:00
3115,0,1,0,0,0,0,2022-02-16 09:28:31+00:00
3114,0,0,0,0,0,1,2022-02-16 10:16:09+00:00
3113,0,1,0,0,0,0,2022-02-16 10:48:39+00:00
3112,1,0,0,0,0,0,2022-02-16 11:02:19+00:00
3111,0,1,0,0,0,0,2022-02-16 11:10:17+00:00
3110,0,0,1,0,0,0,2022-02-16 11:14:27+00:00
3109,0,0,0,0,0,1,2022-02-16 11:36:39+00:00
3108,0,1,0,0,0,0,2022-02-16 11:46:54+00:00
3107,0,1,0,0,0,0,2022-02-16 12:01:30+00:00
3106,0,1,0,0,0,0,2022-02-16 12:49:04+00:00
3105,0,1,0,0,0,0,2022-02-16 12:52:10+00:00
3104,0,1,0,0,0,0,2022-02-16 12:58:43+00:00
3103,0,0,0,1,0,0,2022-02-16 13:09:27+00:00
3102,0,1,0,0,0,0,2022-02-16 13:22:26+00:00
3101,0,0,0,0,0,1,2022-02-16 13:26:26+00:00
3100,1,0,0,0,0,0,2022-02-16 13:27:49+00:00
3099,0,0,0,0,0,1,2022-02-16 13:34:01+00:00
3098,0,0,0,0,0,1,2022-02-16 13:35:43+00:00
3097,0,0,0,0,0,1,2022-02-16 13:40:28+00:00
3096,0,0,0,0,1,0,2022-02-16 13:42:36+00:00
3095,0,1,0,0,0,0,2022-02-16 13:43:00+00:00
3094,1,0,0,0,0,0,2022-02-16 14:04:43+00:00
3093,0,0,1,0,0,0,2022-02-16 14:13:35+00:00
3092,1,0,0,0,0,0,2022-02-16 14:13:50+00:00
3091,0,1,0,0,0,0,2022-02-16 14:13:50+00:00
3090,0,1,0,0,0,0,2022-02-16 14:24:12+00:00
3089,0,0,1,0,0,0,2022-02-16 14:54:51+00:00
3088,0,1,0,0,0,0,2022-02-16 15:35:43+00:00
3087,0,1,0,0,0,0,2022-02-16 15:39:10+00:00
3086,0,0,0,1,0,0,2022-02-16 16:06:42+00:00
3085,0,1,0,0,0,0,2022-02-16 16:12:18+00:00
3084,0,1,0,0,0,0,2022-02-16 17:38:37+00:00
3083,1,0,0,0,0,0,2022-02-16 17:53:50+00:00
3082,0,1,0,0,0,0,2022-02-16 19:20:26+00:00
3081,0,0,0,0,0,1,2022-02-16 19:25:19+00:00
3080,0,1,0,0,0,0,2022-02-16 20:40:37+00:00
3079,0,1,0,0,0,0,2022-02-16 20:43:16+00:00
3078,0,1,0,0,0,0,2022-02-16 21:33:38+00:00
3077,0,0,1,0,0,0,2022-02-16 22:08:22+00:00
3076,0,1,0,0,0,0,2022-02-16 23:24:01+00:00
3075,0,1,0,0,0,0,2022-02-16 23:40:52+00:00
3074,0,1,0,0,0,0,2022-02-17 00:39:39+00:00
3073,0,1,0,0,0,0,2022-02-17 05:36:28+00:00
3072,0,0,1,0,0,0,2022-02-17 06:51:58+00:00
3071,0,0,1,0,0,0,2022-02-17 07:20:48+00:00
3070,0,0,1,0,0,0,2022-02-17 07:36:03+00:00
3069,0,1,0,0,0,0,2022-02-17 07:36:18+00:00
3068,1,0,0,0,0,0,2022-02-17 07:37:46+00:00
3067,0,1,0,0,0,0,2022-02-17 07:38:12+00:00
3066,0,1,0,0,0,0,2022-02-17 07:39:27+00:00
3065,0,1,0,0,0,0,2022-02-17 07:43:24+00:00
3064,0,1,0,0,0,0,2022-02-17 07:44:00+00:00
3063,0,0,0,0,0,1,2022-02-17 07:47:00+00:00
3062,1,0,0,0,0,0,2022-02-17 07:50:01+00:00
3061,0,1,0,0,0,0,2022-02-17 07:50:30+00:00
3060,0,1,0,0,0,0,2022-02-17 07:54:42+00:00
3059,0,1,0,0,0,0,2022-02-17 07:57:46+00:00
3058,0,0,1,0,0,0,2022-02-17 07:59:53+00:00
3057,1,0,0,0,0,0,2022-02-17 08:03:39+00:00
3056,0,0,0,0,0,1,2022-02-17 08:07:15+00:00
3055,0,0,0,0,0,1,2022-02-17 08:27:07+00:00
3054,0,0,0,0,0,1,2022-02-17 08:48:35+00:00
3053,0,1,0,0,0,0,2022-02-17 08:56:52+00:00
3052,0,1,0,0,0,0,2022-02-17 09:02:20+00:00
3051,0,1,0,0,0,0,2022-02-17 09:04:28+00:00
3050,1,0,0,0,0,0,2022-02-17 09:09:24+00:00
3049,0,1,0,0,0,0,2022-02-17 09:16:26+00:00
3048,0,1,0,0,0,0,2022-02-17 09:20:42+00:00
3047,0,0,1,0,0,0,2022-02-17 09:34:38+00:00
3046,0,0,0,0,0,1,2022-02-17 09:42:09+00:00
3045,0,0,0,0,0,1,2022-02-17 09:54:05+00:00
3044,0,1,0,0,0,0,2022-02-17 10:10:55+00:00
3043,0,1,0,0,0,0,2022-02-17 10:17:09+00:00
3042,0,0,0,0,0,1,2022-02-17 10:19:45+00:00
3041,1,0,0,0,0,0,2022-02-17 11:06:48+00:00
3040,0,0,0,0,1,0,2022-02-17 11:13:11+00:00
3039,0,1,0,0,0,0,2022-02-17 11:31:07+00:00
3038,0,0,0,0,0,1,2022-02-17 11:34:57+00:00
3037,0,1,0,0,0,0,2022-02-17 11:35:31+00:00
3036,0,1,0,0,0,0,2022-02-17 11:50:14+00:00
3035,0,1,0,0,0,0,2022-02-17 11:55:53+00:00
3034,0,1,0,0,0,0,2022-02-17 12:03:33+00:00
3033,0,0,0,0,0,1,2022-02-17 12:14:34+00:00
3032,0,0,1,0,0,0,2022-02-17 12:17:42+00:00
3031,0,1,0,0,0,0,2022-02-17 12:19:41+00:00
3030,0,0,0,0,1,0,2022-02-17 12:23:42+00:00
3029,0,1,0,0,0,0,2022-02-17 12:25:30+00:00
3028,0,1,0,0,0,0,2022-02-17 12:33:59+00:00
3027,0,1,0,0,0,0,2022-02-17 12:39:29+00:00
3026,0,1,0,0,0,0,2022-02-17 13:03:15+00:00
3025,0,0,1,0,0,0,2022-02-17 13:03:38+00:00
3024,0,0,1,0,0,0,2022-02-17 13:12:28+00:00
3023,0,1,0,0,0,0,2022-02-17 13:25:20+00:00
3022,0,1,0,0,0,0,2022-02-17 13:32:46+00:00
3021,0,1,0,0,0,0,2022-02-17 13:33:42+00:00
3020,0,1,0,0,0,0,2022-02-17 13:56:59+00:00
3019,0,1,0,0,0,0,2022-02-17 14:03:22+00:00
3018,0,1,0,0,0,0,2022-02-17 14:04:17+00:00
3017,0,0,1,0,0,0,2022-02-17 14:05:18+00:00
3016,0,0,0,0,0,1,2022-02-17 14:08:46+00:00
3015,1,0,0,0,0,0,2022-02-17 14:16:17+00:00
3014,0,1,0,0,0,0,2022-02-17 14:16:47+00:00
3013,0,1,0,0,0,0,2022-02-17 14:18:15+00:00
3012,0,0,0,0,0,1,2022-02-17 14:19:30+00:00
3011,0,1,0,0,0,0,2022-02-17 14:21:08+00:00
3010,0,0,0,0,0,1,2022-02-17 14:22:37+00:00
3009,0,1,0,0,0,0,2022-02-17 14:31:45+00:00
3008,0,1,0,0,0,0,2022-02-17 14:40:02+00:00
3007,0,1,0,0,0,0,2022-02-17 15:01:00+00:00
3006,0,0,1,0,0,0,2022-02-17 15:15:00+00:00
3005,0,0,1,0,0,0,2022-02-17 15:38:46+00:00
3004,0,0,0,0,0,1,2022-02-17 15:45:53+00:00
3003,0,0,0,0,0,1,2022-02-17 15:46:09+00:00
3002,0,1,0,0,0,0,2022-02-17 15:54:38+00:00
3001,0,1,0,0,0,0,2022-02-17 16:06:26+00:00
3000,0,0,0,0,0,1,2022-02-17 16:17:59+00:00
2999,0,1,0,0,0,0,2022-02-17 16:24:57+00:00
